Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Age,Property Type,Property Location,Co-Applicant,Property Price
m,18,4497.57,low,commercial associate,managers,urban,197627.49,510.33,y,y,2,777.31,0,inactive,12,industrial,urban,1,306636.04
m,63,1905.17,high,pensioner,hr staff,rural,37190.94,139.09,n,y,1,739.82,0,unpossessed,6,commercial,rural,1,70045.73
f,44,2680.95,low,working,laborers,semi-urban,62342.5,703.95,y,y,3,720.97,0,active,7,residential,rural,0,73404.59
f,32,3955.94,low,working,laborers,semi-urban,30539.34,186.04,y,y,2,635.99,0,unpossessed,11,industrial,semi-urban,0,34434.84
m,29,2222.435,low,working,hr staff,semi-urban,188575.83,702.08,n,y,2,770.96,0,inactive,6,commercial,semi-urban,1,356196.43
f,65,569.53,high,pensioner,hr staff,rural,15318.07,87.83,n,y,2,809.09,0,active,2,commercial,semi-urban,0,20006.88
m,25,13469.3,low,working,managers,semi-urban,25007.34,140.51,y,y,2,822.12,0,unpossessed,37,commercial,semi-urban,1,43024.12
m,48,1684.29,low,commercial associate,laborers,rural,25747.8,298.09,y,n,1,739.82,0,active,5,commercial,rural,1,41755.02
f,18,1756.67,low,working,hr staff,semi-urban,124726.72,388.31,n,y,2,739.82,0,unpossessed,5,commercial,semi-urban,1,221608.83
m,22,1275.16,low,working,core staff,semi-urban,111349.45,348.94,n,n,2,786.79,0,active,3,residential,rural,1,202998.61
m,51,2087.52,low,working,sales staff,semi-urban,85773.76,324.74,n,y,2,795.38,1,unpossessed,6,residential,rural,1,161567.33
m,61,3018.7,low,commercial associate,medicine staff,semi-urban,132732.14,414.27,n,y,2,796.1,0,inactive,8,agriculture,semi-urban,1,222258.44
f,61,1526.75,high,pensioner,hr staff,rural,101153.42,366.67,n,y,1,809.5,0,inactive,4,commercial,rural,1,167965.79
m,42,2222.435,low,working,drivers,semi-urban,94274.85,418.5,n,n,3,746.16,0,active,6,industrial,urban,1,109229.46
m,56,1553.73,low,working,sales staff,urban,32372.99,156.9,y,n,2,718.3,0,inactive,4,agriculture,semi-urban,1,50067.26
m,18,3419.56,low,working,hr staff,urban,69548.14,626.29,y,y,3,824.36,0,active,9,residential,urban,1,96603.22
f,26,2502.03,low,commercial associate,sales staff,semi-urban,43712.27,189.02,n,y,2,671.81,1,inactive,7,agriculture,rural,1,60568.36
m,64,3372.09,high,pensioner,hr staff,semi-urban,167741.12,714.75,n,y,2,850.89,1,inactive,9,agriculture,rural,1,218141.88
f,30,3745.57,low,state servant,medicine staff,rural,190870.19,761.72,n,n,3,773.09,0,unpossessed,10,agriculture,rural,1,323029.96
f,21,2395.93,low,working,core staff,semi-urban,115076.69,417.85,n,y,4,785.78,0,inactive,7,agriculture,rural,0,180531.38
f,55,2222.435,low,working,drivers,semi-urban,38963.24,249.45,y,y,2,688.99,1,unpossessed,6,industrial,urban,1,65397.71
m,43,3035.42,low,working,drivers,semi-urban,135149.51,397.84,y,y,4,652.09,0,unpossessed,8,agriculture,semi-urban,1,238439.54
m,53,2849.77,low,working,hr staff,semi-urban,69387.77,780.21,y,n,3,681.48,0,active,8,agriculture,rural,1,131647.13
m,46,1639.48,low,state servant,accountants,rural,23640.96,255.06,y,n,3,655.76,0,active,4,residential,urban,1,32449.39
f,45,2750.46,low,working,managers,semi-urban,108260.66,299.53,y,y,2,661.65,0,unpossessed,8,residential,semi-urban,1,181720.24
m,19,4177.55,low,commercial associate,hr staff,semi-urban,111721.11,532.12,y,n,1,788.84,0,active,11,agriculture,rural,1,185416.88
f,18,2156.96,low,working,laborers,semi-urban,188839.58,692.6,y,y,3,686.12,1,unpossessed,6,agriculture,rural,1,222500.48
f,18,2927.8,low,working,laborers,semi-urban,120953.68,395.66,n,y,4,681.51,0,active,8,commercial,urban,1,133381.97
m,38,3024.46,low,working,high skill tech staff,semi-urban,98127.41,434.21,n,y,2,754.45,0,unpossessed,8,agriculture,urban,1,113567.73
f,62,2222.435,low,working,managers,semi-urban,140557.26,419.41,n,y,2,791.81,0,inactive,6,agriculture,semi-urban,1,212349.92
f,53,6350.79,high,commercial associate,high skill tech staff,semi-urban,81343.04,324.87,y,n,1,754.53,0,inactive,17,agriculture,urban,1,91786.29
f,27,686.32,high,working,security staff,rural,53468.92,184.07,n,y,2,708.07,1,active,2,residential,semi-urban,1,59948.47
f,37,2222.435,low,working,high skill tech staff,semi-urban,234131.07,669.0,n,y,3,686.84,0,active,6,industrial,urban,1,367658.36
f,40,3936.31,low,state servant,core staff,semi-urban,133080.26,645.82,n,y,5,687.07,0,active,11,agriculture,rural,1,183505.54
f,45,3199.03,low,working,security staff,urban,113306.64,462.41,n,y,1,861.21,0,inactive,9,residential,rural,1,170823.79
f,64,2283.58,low,working,laborers,semi-urban,74406.51,386.37,y,n,2,821.87,0,unpossessed,6,agriculture,semi-urban,1,130333.52
m,18,499.33,low,working,cooking staff,semi-urban,30978.64,231.83,n,y,4,739.82,0,inactive,1,commercial,urban,1,45310.36
f,38,1450.75,low,working,accountants,semi-urban,34620.82,238.11,n,y,2,837.4,0,active,4,residential,urban,1,53514.72
f,43,2100.37,low,working,laborers,semi-urban,126064.02,470.6,n,n,2,646.35,0,inactive,6,industrial,urban,1,177781.71
f,59,2050.28,low,state servant,core staff,semi-urban,25026.07,240.73,n,n,3,847.38,0,active,6,commercial,semi-urban,1,35785.58
m,21,2222.435,low,working,private service staff,semi-urban,40477.58,295.17,n,n,2,788.15,0,inactive,6,agriculture,rural,1,74333.56
m,18,2931.3,low,working,laborers,semi-urban,99547.7,468.97,y,y,1,638.35,0,active,8,agriculture,semi-urban,1,153193.04
f,53,4350.82,low,state servant,core staff,semi-urban,40207.7,222.37,n,n,1,850.06,0,inactive,12,agriculture,semi-urban,1,65415.67
m,64,1387.1,high,pensioner,hr staff,rural,34535.75,314.66,n,n,1,868.6,0,unpossessed,4,residential,urban,1,47835.85
m,18,2247.08,low,working,laborers,semi-urban,67502.11,750.91,y,y,2,750.33,0,unpossessed,6,industrial,urban,1,127592.94
f,23,6026.54,low,commercial associate,hr staff,semi-urban,132202.21,435.17,y,y,4,784.38,1,unpossessed,17,residential,rural,1,242211.65
m,44,947.68,low,working,cooking staff,semi-urban,11728.35,116.33,n,n,2,739.82,0,unpossessed,3,residential,semi-urban,1,16539.9
f,47,1983.8,high,commercial associate,security staff,semi-urban,49626.71,264.14,n,y,3,766.75,0,active,5,commercial,semi-urban,1,65746.62
m,49,4126.53,low,working,laborers,semi-urban,38829.51,299.04,n,n,2,710.64,0,unpossessed,11,agriculture,rural,0,52749.82
f,27,2806.74,low,commercial associate,hr staff,semi-urban,80334.62,388.35,n,n,3,707.11,0,unpossessed,8,agriculture,urban,1,107818.19
m,50,1247.93,low,working,security staff,rural,116833.63,516.24,n,y,6,777.46,1,active,3,commercial,urban,1,171111.88
m,25,2657.88,low,working,private service staff,semi-urban,43719.1,345.91,n,n,2,683.63,0,active,7,residential,semi-urban,1,76806.31
f,18,1565.92,low,commercial associate,drivers,rural,39846.75,292.48,n,y,3,638.6,1,inactive,4,commercial,urban,1,62805.29
f,18,1595.71,low,working,hr staff,semi-urban,74807.37,220.51,n,y,2,727.83,0,inactive,4,commercial,rural,1,120218.42
f,54,3496.84,low,working,drivers,semi-urban,80433.21,476.15,y,n,4,691.41,0,inactive,10,residential,rural,1,136536.16
f,26,2008.46,low,working,security staff,semi-urban,123288.5,351.93,n,y,1,739.82,1,unpossessed,6,commercial,semi-urban,1,165203.35
f,43,2222.435,low,working,drivers,semi-urban,60845.59,501.97,y,y,4,686.04,0,unpossessed,6,residential,rural,1,95005.26
m,21,3258.64,high,commercial associate,laborers,semi-urban,20601.62,241.67,n,y,2,660.04,0,unpossessed,9,agriculture,rural,1,23868.83
m,46,1961.96,low,commercial associate,laborers,semi-urban,73717.91,405.91,n,n,2,723.64,1,inactive,5,industrial,semi-urban,1,106517.55
m,58,2158.44,low,working,laborers,semi-urban,61491.45,265.93,n,y,1,860.17,1,inactive,6,residential,urban,1,108334.41
m,35,1470.22,low,commercial associate,sales staff,semi-urban,159424.5,541.04,n,y,2,688.86,0,inactive,4,residential,rural,1,294432.68
f,50,2264.03,low,commercial associate,core staff,semi-urban,38148.6,436.67,y,y,3,705.62,0,unpossessed,6,residential,urban,1,55439.56
m,18,2222.435,low,working,medicine staff,semi-urban,62553.34,227.98,n,n,2,728.69,1,active,6,agriculture,semi-urban,1,70641.59
m,40,1565.3,low,working,core staff,semi-urban,37536.69,197.15,n,y,3,760.49,0,active,4,industrial,urban,1,45333.72
f,34,2222.435,high,working,hr staff,semi-urban,41828.81,325.18,y,n,2,701.98,0,active,6,agriculture,urban,1,50059.81
f,53,2315.72,low,working,private service staff,semi-urban,45903.88,238.34,n,y,2,705.99,1,inactive,6,commercial,rural,1,51438.64
f,41,3392.79,low,working,sales staff,rural,77746.15,380.47,n,y,1,649.17,0,inactive,9,residential,urban,1,101193.6
f,23,2301.69,low,working,managers,semi-urban,25133.27,125.12,y,y,2,661.82,0,active,6,residential,urban,1,31105.76
f,18,2110.74,low,working,sales staff,semi-urban,79010.64,411.06,n,y,2,698.03,0,inactive,6,agriculture,semi-urban,1,141217.42
m,26,2681.72,low,working,cleaning staff,urban,69768.88,546.73,n,y,1,751.97,0,active,7,commercial,urban,1,117734.88
m,18,3526.96,low,working,laborers,semi-urban,20015.21,155.34,n,y,1,651.04,0,unpossessed,10,agriculture,rural,1,33131.28
f,18,3157.41,low,working,laborers,urban,265750.77,714.03,y,n,2,780.62,0,active,9,residential,urban,1,453458.45
m,18,1727.79,low,working,sales staff,semi-urban,42581.41,211.44,n,n,2,657.42,0,inactive,5,industrial,rural,1,80209.46
f,64,2823.91,low,working,managers,semi-urban,38923.84,193.86,n,n,2,777.22,0,unpossessed,8,agriculture,semi-urban,1,51014.91
f,52,1354.22,low,commercial associate,sales staff,semi-urban,32044.95,164.37,n,y,3,696.14,0,unpossessed,4,commercial,urban,1,59260.67
f,30,2222.435,low,working,laborers,rural,73281.87,404.9,n,y,5,710.17,0,inactive,6,agriculture,semi-urban,1,123265.3
m,57,4424.59,low,working,high skill tech staff,semi-urban,125610.1,581.35,n,n,2,765.67,0,unpossessed,12,residential,semi-urban,1,187877.39
f,20,1298.22,low,working,medicine staff,semi-urban,60733.59,359.36,n,n,2,735.75,0,active,4,agriculture,semi-urban,1,103318.64
f,22,3291.91,low,state servant,managers,semi-urban,140123.19,550.99,n,n,2,739.82,0,active,9,commercial,urban,1,231673.61
f,62,1761.48,high,pensioner,hr staff,semi-urban,83454.99,286.78,y,y,2,839.08,0,active,5,residential,semi-urban,0,146469.68
f,27,2222.435,high,working,sales staff,semi-urban,267457.67,977.42,n,n,3,783.23,0,inactive,6,agriculture,urban,1,354350.4
f,63,1353.2,low,working,laborers,rural,71160.82,361.9,n,n,2,652.02,0,inactive,4,agriculture,urban,1,130503.76
m,39,1994.92,low,working,accountants,rural,38793.72,391.87,n,y,2,708.02,0,active,5,agriculture,urban,1,65639.85
f,48,1670.52,low,working,drivers,semi-urban,38402.24,319.62,y,y,3,677.58,0,unpossessed,5,agriculture,semi-urban,0,48167.64
m,29,2617.63,low,working,security staff,semi-urban,200357.33,576.61,y,n,3,670.35,0,active,7,agriculture,semi-urban,1,259022.04
f,18,1309.76,low,working,hr staff,semi-urban,35833.28,172.2,n,y,1,634.1,0,inactive,4,residential,semi-urban,1,46987.89
m,65,4114.98,high,pensioner,hr staff,semi-urban,202130.31,776.75,n,y,2,683.28,0,unpossessed,11,commercial,semi-urban,0,336999.06
f,63,1259.24,low,working,sales staff,rural,34742.66,223.12,n,n,2,602.96,0,active,3,commercial,semi-urban,1,49003.05
f,22,2135.94,low,working,sales staff,semi-urban,34868.12,281.18,y,y,3,779.86,0,active,6,agriculture,urban,1,39883.38
m,24,1273.83,high,working,sales staff,semi-urban,150404.94,431.54,y,n,2,739.82,0,active,3,industrial,rural,1,178327.34
f,48,2988.7,low,working,managers,semi-urban,36209.96,355.63,y,n,2,779.07,0,active,8,industrial,semi-urban,1,67033.78
m,26,2532.58,low,commercial associate,accountants,urban,39049.26,472.08,n,n,3,739.67,0,active,7,residential,rural,0,58099.94
m,48,817.9,low,working,sales staff,semi-urban,41488.65,219.88,y,y,4,732.55,0,unpossessed,2,industrial,semi-urban,1,60616.34
f,61,2222.435,high,pensioner,hr staff,rural,67791.28,454.44,n,y,2,799.47,0,unpossessed,6,agriculture,urban,0,116303.85
m,52,1644.53,low,working,laborers,semi-urban,48891.23,290.5,y,n,4,626.86,0,unpossessed,5,commercial,rural,0,109993.61
m,45,1812.73,low,working,laborers,semi-urban,162058.05,426.14,n,y,2,765.58,0,inactive,5,commercial,semi-urban,1,228070.81
f,53,1661.92,high,commercial associate,accountants,semi-urban,41432.12,281.49,n,n,2,809.32,1,active,5,commercial,urban,1,71879.34
m,27,2222.435,low,working,high skill tech staff,semi-urban,95911.84,514.11,n,y,2,722.63,0,unpossessed,6,commercial,rural,1,162386.83
m,18,1751.18,low,working,core staff,semi-urban,83051.74,395.57,n,y,2,692.96,0,active,5,industrial,urban,1,94568.51
f,22,2356.51,low,commercial associate,hr staff,semi-urban,29400.33,151.98,y,y,2,765.94,1,inactive,6,residential,urban,1,38645.49
f,32,1273.3,low,commercial associate,laborers,rural,24247.15,106.11,n,y,2,633.6,0,inactive,3,industrial,rural,1,45697.26
f,60,3146.7,low,working,laborers,semi-urban,39425.11,344.94,y,y,2,608.63,0,active,9,industrial,rural,1,46610.38
m,48,1747.13,low,working,hr staff,rural,209820.6,635.36,y,n,2,730.69,0,unpossessed,5,industrial,urban,1,345217.61
f,64,3038.32,low,commercial associate,managers,semi-urban,65717.95,726.9,n,n,1,672.13,0,active,8,industrial,semi-urban,0,88524.3
f,61,3509.81,high,pensioner,hr staff,semi-urban,71973.63,210.7,n,y,2,739.82,0,active,10,industrial,urban,0,82423.57
m,18,2741.95,low,working,core staff,semi-urban,203994.54,796.13,y,y,3,803.84,1,unpossessed,8,agriculture,rural,1,241518.71
m,18,2222.435,high,commercial associate,laborers,semi-urban,208621.6,566.58,n,n,2,704.52,0,unpossessed,6,commercial,semi-urban,1,387638.19
f,18,2003.1,low,state servant,medicine staff,semi-urban,47813.15,232.18,n,n,3,747.62,0,inactive,5,commercial,urban,1,64577.42
m,49,2420.98,low,working,laborers,rural,68242.28,339.82,n,y,2,775.18,0,unpossessed,7,industrial,urban,1,111919.43
f,65,1460.74,high,pensioner,hr staff,semi-urban,63697.25,285.19,y,y,2,864.8,0,inactive,4,commercial,rural,0,91257.82
m,42,1971.97,low,working,hr staff,semi-urban,74362.77,596.8,n,y,3,600.76,1,unpossessed,5,commercial,rural,1,137728.4
f,65,3200.33,high,pensioner,hr staff,semi-urban,117682.39,395.9,n,n,1,771.63,0,inactive,9,agriculture,semi-urban,1,214472.37
f,37,2441.0,low,working,laborers,semi-urban,29669.44,204.69,n,n,2,742.77,0,active,7,industrial,rural,1,55447.1
f,28,4845.3,low,working,sales staff,semi-urban,195913.74,512.77,n,y,3,690.83,0,unpossessed,13,agriculture,urban,1,243580.8
m,57,5472.56,low,working,high skill tech staff,rural,203286.44,990.15,y,y,2,733.03,0,unpossessed,15,agriculture,urban,1,334337.22
m,46,3995.15,low,state servant,sales staff,semi-urban,109580.99,735.18,y,n,4,797.97,0,inactive,11,residential,urban,1,137589.04
f,55,2222.435,low,working,laborers,rural,177258.51,781.82,n,y,2,631.17,0,active,6,industrial,urban,0,263100.12
m,52,1871.79,low,working,core staff,semi-urban,51894.57,234.37,n,n,1,808.02,0,inactive,5,commercial,rural,1,63480.75
f,18,938.37,low,working,private service staff,semi-urban,66802.39,342.43,n,y,2,800.23,0,unpossessed,3,agriculture,semi-urban,1,93997.47
m,40,15974.48,low,commercial associate,managers,urban,99880.05,1134.48,y,n,2,776.08,0,inactive,44,industrial,urban,1,159591.75
m,60,1044.14,low,working,hr staff,semi-urban,133549.38,493.19,y,y,2,737.75,1,unpossessed,3,agriculture,rural,1,224862.6
f,42,2991.8,low,working,laborers,semi-urban,98337.0,325.81,n,y,1,730.41,0,active,8,commercial,semi-urban,1,110228.02
f,24,1382.86,low,commercial associate,core staff,semi-urban,87802.83,448.09,n,y,2,758.14,1,active,4,industrial,urban,1,140249.52
f,53,2102.43,low,working,waiters/barmen staff,rural,44417.67,389.75,n,y,3,677.88,0,unpossessed,6,residential,semi-urban,1,53986.95
f,35,3058.19,low,state servant,hr staff,rural,228310.14,828.05,n,y,1,853.82,1,unpossessed,8,industrial,rural,1,310307.83
f,36,3024.11,low,working,drivers,semi-urban,119165.18,584.82,y,n,3,816.1,0,unpossessed,8,residential,semi-urban,1,163503.53
f,65,2695.02,high,pensioner,hr staff,urban,144870.49,622.91,n,y,1,861.08,1,inactive,7,commercial,urban,1,241809.92
m,24,3325.33,low,commercial associate,cooking staff,semi-urban,92158.83,446.14,n,y,1,882.65,0,active,9,industrial,urban,1,113657.17
m,65,1528.35,high,pensioner,hr staff,semi-urban,115267.87,361.06,n,n,2,847.92,1,unpossessed,4,residential,semi-urban,1,163256.94
f,32,2222.435,low,working,core staff,semi-urban,84669.15,237.79,n,n,2,847.77,0,unpossessed,6,agriculture,urban,1,112073.36
f,27,2164.61,low,working,sales staff,rural,84710.28,375.69,n,y,2,665.56,1,active,6,industrial,rural,1,137626.03
m,44,1658.55,low,state servant,laborers,rural,72807.97,339.3,n,n,4,739.82,0,inactive,5,residential,urban,1,102033.81
f,18,1272.9,low,working,sales staff,semi-urban,24477.77,128.79,n,n,2,599.63,0,inactive,3,agriculture,urban,1,30746.69
f,20,1165.43,low,working,sales staff,semi-urban,15532.03,97.06,n,y,5,821.37,1,inactive,3,residential,rural,1,24713.82
m,61,1264.27,high,pensioner,hr staff,semi-urban,75581.86,430.3,n,y,2,825.17,0,unpossessed,3,industrial,rural,0,85484.41
f,37,2784.85,low,commercial associate,laborers,semi-urban,115459.89,287.44,y,n,2,700.19,0,unpossessed,8,industrial,rural,1,209848.5
f,44,2222.435,low,commercial associate,high skill tech staff,urban,85165.36,384.29,n,y,2,835.96,0,inactive,6,residential,semi-urban,1,103676.97
f,18,1653.28,low,working,accountants,semi-urban,189858.19,580.43,y,y,2,735.45,0,active,5,commercial,urban,1,224479.74
m,20,2017.36,low,working,hr staff,semi-urban,36481.85,411.71,y,y,4,754.78,0,inactive,6,residential,rural,1,43535.77
f,43,2047.0,low,commercial associate,sales staff,rural,67327.31,380.07,n,y,2,772.41,0,unpossessed,6,industrial,semi-urban,1,125884.25
f,61,1860.85,low,commercial associate,drivers,semi-urban,38547.38,303.25,y,y,2,587.94,0,unpossessed,5,agriculture,semi-urban,1,43074.83
f,18,2822.37,low,working,laborers,semi-urban,83678.16,409.34,n,n,1,621.0,0,active,8,commercial,semi-urban,0,112261.11
m,58,2222.435,low,working,laborers,semi-urban,46683.0,375.205,y,y,1,648.92,0,active,6,commercial,rural,1,62565.38
m,45,1891.32,low,commercial associate,laborers,semi-urban,32151.11,270.12,n,y,2,812.77,1,unpossessed,5,agriculture,semi-urban,1,36768.84
m,35,1625.2,low,working,laborers,urban,20067.41,213.64,y,n,1,697.88,0,active,4,residential,semi-urban,1,34479.89
m,27,1983.83,low,working,core staff,semi-urban,184189.87,577.3,y,y,3,766.96,1,active,5,residential,urban,1,243606.35
f,44,4956.73,low,commercial associate,sales staff,semi-urban,139545.26,670.68,y,n,3,698.59,0,unpossessed,14,industrial,rural,1,251373.64
f,33,3306.14,high,commercial associate,sales staff,rural,120404.87,766.15,n,y,5,661.28,0,inactive,9,commercial,semi-urban,1,164932.56
f,25,2222.435,low,working,sales staff,semi-urban,75088.84,369.85,y,y,2,769.54,0,inactive,6,agriculture,rural,1,128769.09
m,60,3885.79,high,pensioner,hr staff,semi-urban,275896.15,734.48,y,y,4,792.18,1,active,11,residential,semi-urban,1,519462.72
f,44,3045.85,low,commercial associate,realty agents,semi-urban,111827.63,455.01,n,n,2,714.06,0,inactive,8,agriculture,urban,1,138336.29
m,29,1249.13,high,working,sales staff,semi-urban,121405.17,345.22,n,y,4,713.27,0,inactive,3,industrial,semi-urban,1,179625.18
f,60,1272.12,high,pensioner,hr staff,rural,62530.39,312.64,n,y,2,822.84,0,active,3,agriculture,urban,0,113355.95
m,34,3718.18,low,working,high skill tech staff,semi-urban,138078.36,481.78,y,n,1,798.56,0,unpossessed,10,industrial,semi-urban,1,201801.34
m,56,1873.79,low,working,hr staff,semi-urban,50871.89,169.21,n,n,2,661.38,0,unpossessed,5,industrial,rural,1,88231.69
f,25,1930.95,low,commercial associate,hr staff,semi-urban,35478.45,255.75,y,y,2,621.6,1,unpossessed,5,industrial,urban,1,56017.93
f,25,2796.63,low,working,private service staff,semi-urban,16666.22,174.57,n,n,1,724.41,0,active,8,residential,urban,1,29315.05
m,58,3673.67,low,working,laborers,semi-urban,76340.7,343.12,y,y,3,687.47,0,active,10,industrial,semi-urban,1,99502.49
